Winner,Loser,Odds
Schwartzman D.,Paire B.,1.16:5.28
Federer R.,Mannarino A.,1.16:5.31
Medvedev D.,Struff J.L.,1.14:5.85
Hoang A.,Zhang Zh.,1.85:1.96
Gasquet R.,Sugita Y.,1.22:4.29
Hurkacz H.,Musetti L.,1.45:2.76
Gerasimov E.,Clarke J.,1.39:3.02
Lajovic D.,Simon G.,2.38:1.58
Shapovalov D.,Kohlschreiber P.,1.22:4.26
Harris L.,Berankis R.,1.53:2.51
Djere L.,Cuevas P.,2.4:1.58
Kwon S.W.,Masur D.,1.28:3.72
Sandgren T.,Gombos N.,1.58:2.39
Andujar P.,Herbert P.H.,5.24:1.16
Polmans M.,Lu Y.,1.3:3.5
Bolt A.,Krajinovic F.,1.72:2.14
Otte O.,Rinderknech A.,2.34:1.6
Thompson J.,Ruud C.,2.58:1.5
Nishikori K.,Popyrin A.,1.42:2.85
Ivashka I.,Munar J.,1.36:3.15
Bedene A.,Moutet C.,1.8:2.02
Van De Zandschulp B.,Barrere G.,2.45:1.55
Berrettini M.,Pella G.,1.02:14.9
Chardy J.,Karatsev A.,2.19:1.68
Nishioka Y.,Isner J.,5.95:1.13
Alcaraz C.,Uchiyama Y.,1.37:3.07
Ymer M.,Tsonga J.W.,1.89:1.92
Giron M.,Ruusuvuori E.,1.61:2.31
Querrey S.,Carreno Busta P.,1.71:2.14
Norrie C.,Pouille L.,1.24:4.11
Galan D.E.,Coria F.,1.22:4.34
Duckworth J.,Albot R.,1.54:2.47
Garin C.,Zapata Miralles B.,1.49:2.62
Mager G.,Londero J.I.,1.51:2.58
Dimitrov G.,Verdasco F.,1.26:3.87
Sonego L.,Sousa P.,1.03:14.59
Cilic M.,Caruso S.,1.04:11.1
Fritz T.,Nakashima B.,2.91:1.41
Auger-Aliassime F.,Monteiro T.,1.08:8.31
Kyrgios N.,Humbert U.,2.47:1.55
Bonzi B.,Trungelliti M.,1.24:4.12
Monfils G.,O Connell C.,1.81:2.02
Bublik A.,Kukushkin M.,1.21:4.42
Johnson S.,Novak D.,1.7:2.17
Djokovic N.,Anderson K.,1.02:15.29
Kudla D.,Seppi A.,1.65:2.24
Evans D.,Lajovic D.,1.09:7.28
Fucsovics M.,Vesely J.,1.57:2.41
Khachanov K.,Gerasimov E.,1.19:4.81
Shapovalov D.,Andujar P.,1.06:9.87
Fognini F.,Djere L.,1.35:3.2
Koepfer D.,Kwon S.W.,1.58:2.39
Tiafoe F.,Pospisil V.,1.75:2.1
Schwartzman D.,Broady L.,1.22:4.36
Korda S.,Hoang A.,1.1:7.09
Murray A.,Otte O.,1.34:3.24
Rublev A.,Harris L.,1.16:5.31
Zverev A.,Sandgren T.,1.06:9.38
Bedene A.,Nishioka Y.,1.45:2.77
Garin C.,Polmans M.,1.35:3.19
Duckworth J.,Querrey S.,3.83:1.26
Bautista Agut R.,Kecmanovic M.,1.29:3.59
Berrettini M.,Van De Zandschulp B.,1.05:11.01
Martinez P.,Monfils G.,2.71:1.46
Norrie C.,Bolt A.,1.3:3.54
Thompson J.,Nishikori K.,4.21:1.23
Ivashka I.,Chardy J.,1.65:2.24
Sonego L.,Galan D.E.,1.09:7.56
Fritz T.,Johnson S.,1.69:2.19
Bublik A.,Dimitrov G.,1.85:1.95
Medvedev D.,Alcaraz C.,1.04:11.69
Hurkacz H.,Giron M.,1.4:2.95
Cilic M.,Bonzi B.,1.23:4.19
Federer R.,Gasquet R.,1.19:4.63
Kyrgios N.,Mager G.,1.14:5.81
Auger-Aliassime F.,Ymer M.,1.09:7.31
Rublev A.,Fognini F.,1.13:5.88
Khachanov K.,Tiafoe F.,2.21:1.67
Garin C.,Martinez P.,1.39:3.0
Fucsovics M.,Schwartzman D.,1.97:1.85
Bautista Agut R.,Koepfer D.,1.36:3.15
Djokovic N.,Kudla D.,1.02:16.74
Korda S.,Evans D.,2.2:1.68
Shapovalov D.,Murray A.,1.25:3.94
Berrettini M.,Bedene A.,1.12:6.37
Ivashka I.,Thompson J.,1.64:2.26
Sonego L.,Duckworth J.,1.41:2.91
Hurkacz H.,Bublik A.,1.65:2.26
Zverev A.,Fritz T.,1.1:7.24
Auger-Aliassime F.,Kyrgios N.,1.77:2.05
Federer R.,Norrie C.,1.47:2.71
Medvedev D.,Cilic M.,1.17:5.18
Berrettini M.,Ivashka I.,1.13:6.14
Khachanov K.,Korda S.,1.85:1.95
Shapovalov D.,Bautista Agut R.,1.66:2.23
Fucsovics M.,Rublev A.,5.27:1.16
Djokovic N.,Garin C.,1.01:19.68
Auger-Aliassime F.,Zverev A.,3.67:1.29
Federer R.,Sonego L.,1.3:3.51
Hurkacz H.,Medvedev D.,5.16:1.16
Shapovalov D.,Khachanov K.,1.31:3.5
Djokovic N.,Fucsovics M.,1.03:13.22
Hurkacz H.,Federer R.,2.9:1.42
Berrettini M.,Auger-Aliassime F.,1.28:3.7
Berrettini M.,Hurkacz H.,1.43:2.88
Djokovic N.,Shapovalov D.,1.1:7.4
Djokovic N.,Berrettini M.,1.21:4.59
Hanfmann Y.,Monteiro T.,2.05:1.77
Cecchinato M.,Gasquet R.,1.77:2.05
Ymer E.,Daniel T.,1.76:2.06
Rinderknech A.,Sousa P.,1.28:3.66
Martinez P.,Novak D.,1.45:2.72
Gombos N.,Cuevas P.,2.91:1.4
Vesely J.,Caruso S.,1.92:1.87
Carballes Baena R.,Bagnis F.,2.09:1.72
Coria F.,Cerundolo F.,1.67:2.19
Rune H.,Albot R.,1.47:2.65
Ruusuvuori E.,Ymer M.,2.54:1.5
Laaksonen H.,Musetti L.,2.96:1.39
Coria F.,Cecchinato M.,2.44:1.54
Garin C.,Martinez P.,1.62:2.27
Rinderknech A.,Millman J.,1.5:2.57
Hanfmann Y.,Vesely J.,1.55:2.41
Gombos N.,Ruusuvuori E.,1.8:1.99
Carballes Baena R.,Fognini F.,2.65:1.47
Ruud C.,Rune H.,1.14:5.59
Laaksonen H.,Ymer E.,1.63:2.25
Hanfmann Y.,Rinderknech A.,1.79:2.01
Coria F.,Garin C.,3.22:1.34
Ruud C.,Laaksonen H.,1.12:5.98
Carballes Baena R.,Gombos N.,1.98:1.82
Coria F.,Hanfmann Y.,2.0:1.8
Ruud C.,Carballes Baena R.,1.14:5.69
Ruud C.,Coria F.,1.17:5.0
Seyboth Wild T.,Kuhn N.,1.29:3.54
Baez S.,Moutet C.,1.93:1.87
Kohlschreiber P.,Munar J.,2.19:1.67
Paire B.,Berankis R.,2.2:1.67
Varillas J. P.,Nagal S.,1.56:2.4
Taberner C.,Lopez F.,1.3:3.41
Delbonis F.,Zhang Zh.,1.31:3.41
Krajinovic F.,Altmaier D.,1.96:1.83
Molcan A.,Mager G.,1.65:2.21
Djere L.,Struff J.L.,2.1:1.72
Koepfer D.,Marterer M.,1.49:2.59
Lajovic D.,Pouille L.,1.55:2.42
Krajinovic F.,Kohlschreiber P.,1.77:2.03
Djere L.,Seyboth Wild T.,1.24:4.0
Tsitsipas S.,Koepfer D.,1.11:6.42
Basilashvili N.,Baez S.,1.58:2.36
Lajovic D.,Molcan A.,1.83:1.96
Carreno Busta P.,Taberner C.,1.28:3.67
Delbonis F.,Ramos-Vinolas A.,1.63:2.25
Paire B.,Varillas J. P.,2.76:1.44
Djere L.,Basilashvili N.,1.55:2.43
Krajinovic F.,Tsitsipas S.,6.65:1.11
Carreno Busta P.,Lajovic D.,1.28:3.62
Delbonis F.,Paire B.,1.21:4.4
Krajinovic F.,Djere L.,1.66:2.21
Carreno Busta P.,Delbonis F.,1.48:2.61
Carreno Busta P.,Krajinovic F.,1.68:2.16
Brooksby J.,Donskoy E.,1.54:2.44
Kudla D.,Johnson S.,1.67:2.18
Sugita Y.,Rodionov J.,2.25:1.63
Anderson K.,Marchenko I.,1.3:3.5
Thompson J.,Stebe C.M.,1.23:4.1
Ofner S.,Uchiyama Y.,1.44:2.75
Karlovic I.,Zapata Miralles B.,2.47:1.53
Jung J.,Schnur B.,2.12:1.71
Sandgren T.,Sousa J.,1.49:2.6
Sock J.,Bolt A.,2.35:1.59
Gojowczyk P.,Krueger M.,1.57:2.36
Cressy M.,Lorenzi P.,1.22:4.18
Thompson J.,Sugita Y.,1.25:3.9
Brooksby J.,Kudla D.,2.39:1.57
Anderson K.,Ofner S.,1.44:2.77
Bublik A.,Karlovic I.,1.33:3.3
Jung J.,Sandgren T.,2.92:1.4
Gojowczyk P.,Pospisil V.,2.56:1.5
Sock J.,Nishioka Y.,1.74:2.08
Cressy M.,Querrey S.,2.77:1.43
Bublik A.,Jung J.,1.31:3.37
Anderson K.,Sock J.,1.48:2.63
Brooksby J.,Gojowczyk P.,1.74:2.08
Thompson J.,Cressy M.,1.47:2.65
Anderson K.,Bublik A.,1.97:1.83
Brooksby J.,Thompson J.,1.93:1.87
Anderson K.,Brooksby J.,1.56:2.41
Polmans M.,Ehrat S.,1.76:2.04
Kopriva V.,Nikles J.,1.39:2.95
Bergs Z.,Otte O.,2.68:1.47
Paire B.,Kovalik J.,1.63:2.26
Ymer M.,Couacaud E.,1.37:3.01
Lopez F.,Huesler M.A.,1.89:1.9
Novak D.,Zuk K.,2.16:1.69
Djere L.,Seyboth Wild T.,1.26:3.75
Delbonis F.,Riedi L.,1.05:10.22
Gaston H.,Cerundolo J.M.,1.71:2.11
Griekspoor T.,Londero J.I.,1.71:2.11
Rinderknech A.,Stricker D.,1.73:2.09
Djere L.,Bergs Z.,1.25:3.87
Gaston H.,Delbonis F.,3.92:1.25
Rinderknech A.,Bautista Agut R.,2.78:1.43
Garin C.,Polmans M.,1.15:5.38
Ruud C.,Novak D.,1.08:7.76
Ymer M.,Lopez F.,1.59:2.35
Paire B.,Griekspoor T.,1.87:1.91
Kopriva V.,Shapovalov D.,5.21:1.16
Gaston H.,Garin C.,4.04:1.24
Djere L.,Rinderknech A.,1.64:2.24
Kopriva V.,Ymer M.,2.34:1.59
Ruud C.,Paire B.,1.17:5.01
Gaston H.,Djere L.,2.93:1.4
Ruud C.,Kopriva V.,1.1:6.97
Ruud C.,Gaston H.,1.14:5.71
Donskoy E.,Jung J.,2.56:1.5
Ofner S.,Rodionov J.,1.6:2.31
Bolt A.,Seppi A.,2.07:1.73
Nakashima B.,Wolf J.J.,1.22:4.25
Johnson S.,Lopez Villasenor G.,1.11:6.58
Kudla D.,Kokkinakis T.,2.41:1.55
Marchenko I.,Gojowczyk P.,2.18:1.67
Uchiyama Y.,Sarkissian A.,1.47:2.66
Escobedo E.,Mcdonald M.,2.48:1.53
Ymer E.,Ebden M.,2.35:1.58
Thompson J.,Karlovic I.,1.32:3.31
Gomez E.,Mejia N.,1.56:2.42
Bolt A.,Gomez E.,1.79:2.02
Thompson J.,Ofner S.,1.59:2.32
Escobedo E.,Kudla D.,2.2:1.66
Norrie C.,Ymer E.,1.2:4.4
Johnson S.,Uchiyama Y.,1.43:2.78
Isner J.,Donskoy E.,1.14:5.52
Nakashima B.,Querrey S.,1.56:2.41
Fritz T.,Marchenko I.,1.2:4.5
Norrie C.,Escobedo E.,1.28:3.64
Fritz T.,Johnson S.,1.49:2.59
Isner J.,Bolt A.,1.31:3.43
Nakashima B.,Thompson J.,1.55:2.44
Norrie C.,Fritz T.,1.56:2.41
Nakashima B.,Isner J.,2.61:1.49
Norrie C.,Nakashima B.,1.39:2.98
Albot R.,Rune H.,3.01:1.38
Taberner C.,Serdarusic N.,1.2:4.55
Travaglia S.,Munar J.,2.58:1.49
Zapata Miralles B.,Cuevas P.,2.17:1.68
Giannessi A.,Vesely J.,2.02:1.78
Altmaier D.,Moutet C.,1.76:2.06
Ajdukovic D.,Collarini A.,1.82:1.99
Dzumhur D.,Horansky F.,1.61:2.32
Martin A.,Olivo R.,1.75:2.08
Cecchinato M.,Bedene A.,1.7:2.13
Alcaraz C.,Pouille L.,1.22:4.13
Mager G.,Martinez P.,2.36:1.58
Gasquet R.,Giannessi A.,1.51:2.55
Travaglia S.,Taberner C.,2.24:1.64
Ramos-Vinolas A.,Ajdukovic D.,1.31:3.4
Dzumhur D.,Cecchinato M.,3.33:1.33
Krajinovic F.,Albot R.,1.16:5.03
Altmaier D.,Mager G.,2.09:1.73
Lajovic D.,Zapata Miralles B.,1.68:2.16
Alcaraz C.,Martin A.,1.14:5.54
Gasquet R.,Dzumhur D.,1.6:2.31
Altmaier D.,Lajovic D.,2.41:1.56
Ramos-Vinolas A.,Travaglia S.,1.66:2.19
Alcaraz C.,Krajinovic F.,1.85:1.94
Gasquet R.,Altmaier D.,1.71:2.12
Alcaraz C.,Ramos-Vinolas A.,1.46:2.69
Alcaraz C.,Gasquet R.,1.23:4.12
Fratangelo B.,Seppi A.,1.57:2.38
Thompson J.,Harris L.,2.24:1.63
Johnson S.,Popyrin A.,2.19:1.67
Gojowczyk P.,Querrey S.,1.94:1.86
O Connell C.,Kudla D.,1.84:1.95
Ruusuvuori E.,Mcdonald M.,1.95:1.85
Fritz T.,Donskoy E.,1.22:4.21
Paire B.,Uchiyama Y.,1.6:2.32
Isner J.,Wolf J.J.,1.23:4.15
Nakashima B.,Bryde T.,1.03:12.22
Sock J.,Berankis R.,1.61:2.3
Kyrgios N.,Anderson K.,1.64:2.24
Fritz T.,Johnson S.,1.43:2.79
Thompson J.,Gojowczyk P.,1.63:2.26
Nakashima B.,Raonic M.,2.72:1.45
Opelka R.,Fratangelo B.,1.55:2.42
O Connell C.,Sinner J.,3.32:1.32
Ruusuvuori E.,Paire B.,1.54:2.46
Isner J.,Sock J.,1.38:3.0
Norrie C.,Kyrgios N.,2.16:1.69
Nakashima B.,Thompson J.,1.65:2.23
Fritz T.,Opelka R.,1.6:2.33
Ruusuvuori E.,Norrie C.,4.02:1.24
Isner J.,O Connell C.,1.44:2.78
Nakashima B.,Ruusuvuori E.,2.1:1.73
Isner J.,Fritz T.,1.97:1.83
Isner J.,Nakashima B.,1.74:2.09
Kovalik J.,Munar J.,2.89:1.41
Taberner C.,Seyboth Wild T.,1.5:2.57
Ymer M.,Cuevas P.,2.73:1.45
Martinez P.,Pouille L.,1.61:2.3
Vesely J.,Gulbis E.,1.5:2.55
Rinderknech A.,Delbonis F.,2.25:1.63
Rune H.,Travaglia S.,2.13:1.71
Vilella Martinez M.,Neumayer L.,1.18:4.77
Cecchinato M.,Albot R.,1.43:2.78
Altmaier D.,Djere L.,2.48:1.53
Mager G.,Novak D.,1.67:2.18
Erler A.,Alcaraz C.,8.85:1.06
Rinderknech A.,Rune H.,1.49:2.61
Kovalik J.,Vesely J.,2.19:1.66
Krajinovic F.,Taberner C.,1.33:3.21
Martinez P.,Bautista Agut R.,2.68:1.46
Mager G.,Ramos-Vinolas A.,2.3:1.61
Altmaier D.,Cecchinato M.,1.75:2.07
Ymer M.,Erler A.,1.34:3.21
Ruud C.,Vilella Martinez M.,1.07:8.18
Martinez P.,Kovalik J.,1.39:2.95
Altmaier D.,Mager G.,1.6:2.31
Rinderknech A.,Krajinovic F.,2.63:1.48
Ruud C.,Ymer M.,1.21:4.3
Martinez P.,Altmaier D.,1.72:2.11
Ruud C.,Rinderknech A.,1.6:2.32
Ruud C.,Martinez P.,1.3:3.5
Berankis R.,Krueger M.,1.72:2.1
Galan D.E.,Paul T.,3.13:1.35
Seppi A.,Uchiyama Y.,1.61:2.29
Brooksby J.,Anderson K.,2.27:1.61
Giron M.,Marchenko I.,1.45:2.71
Ivashka I.,Gerasimov E.,1.43:2.8
Nishikori K.,Querrey S.,1.55:2.41
Pospisil V.,Gomez E.,1.56:2.4
Sock J.,Nishioka Y.,1.71:2.12
Ruusuvuori E.,Gunneswaran P.,1.27:3.72
Kudla D.,Lopez F.,1.52:2.51
Nakashima B.,Popyrin A.,1.78:2.02
Sandgren T.,Duckworth J.,2.17:1.69
Johnson S.,Ramanathan R.,1.35:3.15
Ymer E.,Thompson J.,2.46:1.53
Mcdonald M.,Kyrgios N.,2.74:1.44
Korda S.,Pospisil V.,1.45:2.73
Auger-Aliassime F.,Seppi A.,1.2:4.51
Norrie C.,Giron M.,1.29:3.5
Berankis R.,Kecmanovic M.,2.44:1.55
Brooksby J.,Tiafoe F.,2.04:1.78
Johnson S.,De Minaur A.,2.77:1.44
Nakashima B.,Evans D.,1.64:2.25
Millman J.,Ymer E.,1.67:2.19
Kudla D.,Fritz T.,3.13:1.36
Opelka R.,Galan D.E.,1.34:3.18
Harris L.,Sandgren T.,1.43:2.76
Sinner J.,Ruusuvuori E.,1.62:2.28
Ivashka I.,Dimitrov G.,1.63:2.26
Nishikori K.,Bublik A.,1.49:2.59
Mcdonald M.,Paire B.,1.45:2.72
Nadal R.,Sock J.,1.11:6.58
Kudla D.,Nakashima B.,2.99:1.38
Johnson S.,Berankis R.,1.69:2.15
Sinner J.,Korda S.,1.75:2.04
Millman J.,Opelka R.,2.31:1.6
Brooksby J.,Auger-Aliassime F.,2.36:1.57
Nishikori K.,Norrie C.,1.95:1.84
Harris L.,Nadal R.,4.11:1.22
Mcdonald M.,Ivashka I.,2.24:1.64
Brooksby J.,Millman J.,1.4:2.91
Sinner J.,Johnson S.,1.31:3.41
Nishikori K.,Harris L.,1.59:2.33
Mcdonald M.,Kudla D.,1.51:2.54
Sinner J.,Brooksby J.,1.59:2.35
Mcdonald M.,Nishikori K.,2.79:1.43
Sinner J.,Mcdonald M.,1.26:3.77
Cilic M.,Ramos-Vinolas A.,1.32:3.35
Humbert U.,Sonego L.,1.51:2.53
Fognini F.,Struff J.L.,1.95:1.84
Duckworth J.,Fritz T.,3.22:1.34
Bublik A.,Evans D.,1.82:1.99
Harris L.,Schnur B.,1.25:3.85
Millman J.,Berankis R.,1.94:1.86
Paul T.,Pospisil V.,2.05:1.77
Opelka R.,Kyrgios N.,2.18:1.68
Lajovic D.,Ruusuvuori E.,3.34:1.32
Nishikori K.,Kecmanovic M.,1.39:2.99
Basilashvili N.,Brooksby J.,2.61:1.49
Khachanov K.,Norrie C.,1.81:1.99
Isner J.,Davidovich Fokina A.,1.61:2.31
Tiafoe F.,Nishioka Y.,1.6:2.33
Paire B.,Mcdonald M.,2.49:1.53
Medvedev D.,Bublik A.,1.19:4.63
Ruud C.,Cilic M.,1.69:2.17
Tsitsipas S.,Humbert U.,1.33:3.24
Opelka R.,Dimitrov G.,1.56:2.42
Duckworth J.,Sinner J.,5.0:1.17
Isner J.,Garin C.,1.42:2.82
Harris L.,Lopez F.,1.24:4.0
Lajovic D.,Auger-Aliassime F.,3.95:1.24
Rublev A.,Fognini F.,1.26:3.78
Khachanov K.,Karatsev A.,1.51:2.56
Basilashvili N.,De Minaur A.,2.45:1.55
Schwartzman D.,Paire B.,1.34:3.23
Bautista Agut R.,Paul T.,1.46:2.7
Hurkacz H.,Nishikori K.,1.89:1.91
Tiafoe F.,Shapovalov D.,3.25:1.33
Monfils G.,Millman J.,2.15:1.69
Tsitsipas S.,Khachanov K.,1.36:3.1
Ruud C.,Lajovic D.,1.35:3.18
Isner J.,Rublev A.,2.71:1.46
Opelka R.,Harris L.,1.91:1.89
Bautista Agut R.,Schwartzman D.,1.76:2.04
Monfils G.,Tiafoe F.,2.97:1.39
Medvedev D.,Duckworth J.,1.07:8.36
Hurkacz H.,Basilashvili N.,1.73:2.1
Tsitsipas S.,Ruud C.,1.25:3.91
Opelka R.,Bautista Agut R.,2.2:1.67
Medvedev D.,Hurkacz H.,1.22:4.34
Isner J.,Monfils G.,1.5:2.61
Opelka R.,Tsitsipas S.,4.81:1.19
Medvedev D.,Isner J.,1.33:3.34
Medvedev D.,Opelka R.,1.19:4.74
Paire B.,Kecmanovic M.,2.34:1.59
Pella G.,Goffin D.,3.46:1.31
Sinner J.,Delbonis F.,1.13:6.29
Fognini F.,Basilashvili N.,2.17:1.7
Koepfer D.,Struff J.L.,2.28:1.65
Ramos-Vinolas A.,Fritz T.,3.24:1.34
Auger-Aliassime F.,Fucsovics M.,1.47:2.71
Harris L.,Nishioka Y.,1.37:3.1
Schwartzman D.,Evans D.,1.44:2.78
De Minaur A.,Krajinovic F.,1.66:2.23
Murray A.,Gasquet R.,2.14:1.71
Khachanov K.,Anderson K.,1.58:2.38
Mcdonald M.,Nakashima B.,2.25:1.64
Hurkacz H.,Davidovich Fokina A.,1.41:2.94
Korda S.,Djere L.,1.19:4.69
Dimitrov G.,Bautista Agut R.,2.61:1.5
Bublik A.,Giron M.,1.58:2.4
Cilic M.,Karatsev A.,2.08:1.76
Isner J.,Norrie C.,1.85:1.96
Sonego L.,Alcaraz C.,2.2:1.68
Opelka R.,Moutet C.,1.45:2.78
Monfils G.,Lajovic D.,1.66:2.24
Tiafoe F.,Humbert U.,2.41:1.58
Paul T.,Garin C.,1.7:2.16
Berrettini M.,Ramos-Vinolas A.,1.15:5.46
Paire B.,Shapovalov D.,4.06:1.24
Dimitrov G.,Bublik A.,1.74:2.1
Carreno Busta P.,Koepfer D.,1.29:3.64
Auger-Aliassime F.,Khachanov K.,2.33:1.6
Pella G.,Fognini F.,3.62:1.29
Hurkacz H.,Murray A.,1.31:3.5
Rublev A.,Cilic M.,1.28:3.66
Ruud C.,Opelka R.,1.66:2.23
Medvedev D.,Mcdonald M.,1.14:5.73
Isner J.,Sinner J.,2.24:1.65
Zverev A.,Harris L.,1.29:3.59
Sonego L.,Paul T.,1.79:2.03
Monfils G.,De Minaur A.,2.13:1.72
Schwartzman D.,Tiafoe F.,1.7:2.16
Tsitsipas S.,Korda S.,1.3:3.56
Medvedev D.,Dimitrov G.,1.16:5.15
Paire B.,Isner J.,3.27:1.34
Rublev A.,Monfils G.,1.32:3.38
Carreno Busta P.,Hurkacz H.,1.9:1.91
Zverev A.,Pella G.,1.07:9.22
Ruud C.,Schwartzman D.,1.81:2.01
Tsitsipas S.,Sonego L.,1.15:5.45
Auger-Aliassime F.,Berrettini M.,2.39:1.59
Rublev A.,Paire B.,1.19:4.75
Medvedev D.,Carreno Busta P.,1.28:3.7
Tsitsipas S.,Auger-Aliassime F.,1.38:3.07
Zverev A.,Ruud C.,1.25:3.94
Rublev A.,Medvedev D.,4.26:1.22
Zverev A.,Tsitsipas S.,1.65:2.23
Zverev A.,Rublev A.,1.4:2.95
Cecchinato M.,Sandgren T.,3.13:1.35
Gerasimov E.,Gombos N.,1.55:2.42
Monteiro T.,Duckworth J.,3.54:1.29
Kwon S.W.,Albot R.,1.37:3.04
Ymer M.,Travaglia S.,1.72:2.11
Murray A.,Rubin N.,1.12:6.83
Giron M.,Bagnis F.,1.21:4.33
Simon G.,Rinderknech A.,3.33:1.32
Coria F.,Musetti L.,3.36:1.32
Thompson J.,Pella G.,1.74:2.08
Ivashka I.,Seppi A.,1.31:3.41
Ruusuvuori E.,Kudla D.,1.53:2.49
Mager G.,Wu T.L.,1.61:2.28
Watanuki Y.,Munar J.,3.25:1.33
Pouille L.,Lopez F.,1.69:2.16
Popyrin A.,Johnson S.,2.93:1.4
Koepfer D.,Cecchinato M.,1.39:2.96
Gasquet R.,Gerasimov E.,1.49:2.58
Carreno Busta P.,Kwon S.W.,1.21:4.28
Paire B.,Simon G.,1.66:2.21
Herbert P.H.,Coria F.,1.44:2.78
Struff J.L.,Mager G.,1.42:2.83
Ivashka I.,Cilic M.,1.99:1.81
Ruusuvuori E.,Bublik A.,1.85:1.94
Evans D.,Pouille L.,1.39:2.94
Fucsovics M.,Watanuki Y.,1.23:4.07
Ymer M.,Ramos-Vinolas A.,1.77:2.04
Purcell M.,Thompson J.,2.96:1.39
Giron M.,Delbonis F.,1.37:3.06
Tiafoe F.,Murray A.,1.74:2.07
Alcaraz C.,Popyrin A.,1.76:2.06
Monteiro T.,Nava E.,1.11:6.39
Carreno Busta P.,Koepfer D.,1.25:3.84
Ivashka I.,Struff J.L.,1.76:2.06
Ruusuvuori E.,Paire B.,1.7:2.15
Gasquet R.,Evans D.,2.12:1.71
Ymer M.,Purcell M.,1.46:2.69
Tiafoe F.,Monteiro T.,1.19:4.65
Giron M.,Herbert P.H.,1.48:2.62
Alcaraz C.,Fucsovics M.,1.86:1.94
Ivashka I.,Carreno Busta P.,2.63:1.48
Ruusuvuori E.,Gasquet R.,1.53:2.46
Ymer M.,Tiafoe F.,2.74:1.45
Alcaraz C.,Giron M.,1.56:2.43
Ivashka I.,Ruusuvuori E.,1.56:2.41
Ymer M.,Alcaraz C.,2.73:1.45
Ivashka I.,Ymer M.,1.43:2.81
Lajovic D.,Paire B.,2.38:1.59
Bagnis F.,Daniel T.,2.36:1.59
Schwartzman D.,Berankis R.,1.14:5.77
Anderson K.,Vesely J.,1.26:3.91
Evans D.,Monteiro T.,1.29:3.62
Zapata Miralles B.,Lopez F.,1.62:2.31
Laaksonen H.,Millman J.,2.48:1.54
Gojowczyk P.,Humbert U.,4.46:1.21
Auger-Aliassime F.,Donskoy E.,1.06:9.85
Kohlschreiber P.,Cilic M.,2.98:1.4
Rublev A.,Karlovic I.,1.03:13.2
Martinez P.,Duckworth J.,2.73:1.46
Garin C.,Gombos N.,1.33:3.3
Andujar P.,Kukushkin M.,2.68:1.47
Nakashima B.,Isner J.,2.55:1.51
Giron M.,Hoang A.,1.21:4.37
Mannarino A.,Herbert P.H.,3.06:1.38
Tsitsipas S.,Murray A.,1.06:9.79
Ruud C.,Sugita Y.,1.05:11.41
Dimitrov G.,Riffice S.,1.04:12.33
Trungelliti M.,Davidovich Fokina A.,6.16:1.13
Molcan A.,Ilkel C.,1.35:3.22
Van De Zandschulp B.,Taberner C.,1.33:3.31
Ruusuvuori E.,Majchrzak K.,1.41:2.91
Rinderknech A.,Kecmanovic M.,2.07:1.76
Popyrin A.,Albot R.,1.23:4.25
Koepfer D.,Halys Q.,1.41:2.92
Alcaraz C.,Norrie C.,2.74:1.46
Tiafoe F.,Eubanks C.,1.19:4.71
Pella G.,Krajinovic F.,3.46:1.31
Bautista Agut R.,Kyrgios N.,1.56:2.43
Medvedev D.,Gasquet R.,1.02:15.82
Opelka R.,Kwon S.W.,1.3:3.53
Musetti L.,Nava E.,1.42:2.88
Mcdonald M.,Goffin D.,1.37:3.08
Karatsev A.,Munar J.,1.27:3.77
Kudla D.,Djere L.,1.52:2.52
Ramos-Vinolas A.,Pouille L.,1.67:2.22
Harris L.,Khachanov K.,2.68:1.48
Nishikori K.,Caruso S.,1.1:6.91
Escobedo E.,Cuevas P.,1.53:2.51
Zverev A.,Querrey S.,1.04:11.71
Hurkacz H.,Gerasimov E.,1.13:6.15
Bublik A.,Hanfmann Y.,1.17:5.17
Seppi A.,Fucsovics M.,5.28:1.16
Otte O.,Sonego L.,3.43:1.31
Berrettini M.,Chardy J.,1.1:6.99
Cressy M.,Carreno Busta P.,7.24:1.09
Sinner J.,Purcell M.,1.07:8.62
Shapovalov D.,Delbonis F.,1.08:7.94
Basilashvili N.,Korda S.,2.9:1.41
Thompson J.,Mager G.,1.34:3.28
Carballes Baena R.,Paul T.,5.77:1.14
Moutet C.,Travaglia S.,1.6:2.34
Monfils G.,Coria F.,1.11:6.62
Griekspoor T.,Struff J.L.,3.52:1.3
Sock J.,Nishioka Y.,2.09:1.75
Johnson S.,Marterer M.,1.5:2.59
Ivashka I.,Sandgren T.,1.2:4.53
Pospisil V.,Fognini F.,2.59:1.5
Svajda Z.,Cecchinato M.,2.85:1.43
Brooksby J.,Ymer M.,1.37:3.11
Djokovic N.,Rune H.,1.01:19.24
Fritz T.,De Minaur A.,2.27:1.64
Rublev A.,Martinez P.,1.03:13.53
Popyrin A.,Dimitrov G.,2.67:1.48
Alcaraz C.,Rinderknech A.,1.33:3.33
Molcan A.,Nakashima B.,3.58:1.29
Evans D.,Giron M.,1.76:2.08
Van De Zandschulp B.,Ruud C.,7.5:1.09
Gojowczyk P.,Lajovic D.,2.12:1.73
Laaksonen H.,Garin C.,2.38:1.58
Andujar P.,Kohlschreiber P.,3.33:1.33
