Tournament,Data,Winner,Loser,AvgW,AvgL,Round,Wsets,Lsets,Year
Wimbledon,7/10/2019,Bautista Agut R.,Pella G.,1.18,4.96,Quarterfinals,3.0,1.0,2019
Wimbledon,7/10/2019,Federer R.,Nishikori K.,1.12,6.5,Quarterfinals,3.0,1.0,2019
Wimbledon,7/10/2019,Nadal R.,Querrey S.,1.14,5.91,Quarterfinals,3.0,0.0,2019
Wimbledon,7/12/2019,Djokovic N.,Bautista Agut R.,1.08,8.57,Semifinals,3.0,1.0,2019
Wimbledon,7/12/2019,Federer R.,Nadal R.,2.18,1.71,Semifinals,3.0,1.0,2019
Wimbledon,7/14/2019,Djokovic N.,Federer R.,1.54,2.56,The Final,3.0,2.0,2019
SkiStar Swedish Open,7/15/2019,Carballes Baena R.,Munar J.,1.81,1.99,1st Round,2.0,1.0,2019
SkiStar Swedish Open,7/15/2019,Ymer M.,Davidovich Fokina A.,1.62,2.27,1st Round,2.0,1.0,2019
SkiStar Swedish Open,7/16/2019,Ramos-Vinolas A.,Lestienne C.,1.33,3.3,1st Round,2.0,0.0,2019
SkiStar Swedish Open,7/16/2019,Jarry N.,Laaksonen H.,1.54,2.45,1st Round,2.0,0.0,2019
SkiStar Swedish Open,7/16/2019,Novak D.,Darcis S.,1.62,2.27,1st Round,2.0,0.0,2019
SkiStar Swedish Open,7/16/2019,Chardy J.,Carreno Busta P.,2.27,1.62,1st Round,2.0,1.0,2019
SkiStar Swedish Open,7/16/2019,Londero J.I.,Arguello F.,1.39,2.94,1st Round,2.0,0.0,2019
SkiStar Swedish Open,7/16/2019,Dzumhur D.,Ruud C.,3.13,1.36,1st Round,2.0,0.0,2019
SkiStar Swedish Open,7/16/2019,Ymer E.,Monteiro T.,2.11,1.72,1st Round,2.0,1.0,2019
SkiStar Swedish Open,7/16/2019,Dellien H.,Gulbis E.,1.42,2.84,1st Round,1.0,0.0,2019
SkiStar Swedish Open,7/16/2019,Delbonis F.,Zapata Miralles B.,1.26,3.82,1st Round,2.0,1.0,2019
SkiStar Swedish Open,7/16/2019,Sousa J.,Kovalik J.,1.59,2.33,1st Round,2.0,0.0,2019
SkiStar Swedish Open,7/17/2019,Chardy J.,Garin C.,2.38,1.57,2nd Round,2.0,0.0,2019
SkiStar Swedish Open,7/17/2019,Jarry N.,Ymer M.,1.66,2.21,2nd Round,2.0,0.0,2019
SkiStar Swedish Open,7/17/2019,Ramos-Vinolas A.,Verdasco F.,2.52,1.52,2nd Round,2.0,0.0,2019
SkiStar Swedish Open,7/17/2019,Carballes Baena R.,Dzumhur D.,1.64,2.24,2nd Round,2.0,0.0,2019
SkiStar Swedish Open,7/18/2019,Delbonis F.,Cuevas P.,2.21,1.65,2nd Round,2.0,0.0,2019
SkiStar Swedish Open,7/18/2019,Sousa J.,Ymer E.,1.64,2.24,2nd Round,2.0,1.0,2019
SkiStar Swedish Open,7/18/2019,Gasquet R.,Novak D.,1.52,2.5,2nd Round,2.0,1.0,2019
SkiStar Swedish Open,7/18/2019,Londero J.I.,Dellien H.,1.63,2.26,2nd Round,2.0,1.0,2019
SkiStar Swedish Open,7/19/2019,Jarry N.,Chardy J.,1.99,1.81,Quarterfinals,2.0,0.0,2019
SkiStar Swedish Open,7/19/2019,Delbonis F.,Sousa J.,1.59,2.36,Quarterfinals,2.0,0.0,2019
SkiStar Swedish Open,7/19/2019,Londero J.I.,Gasquet R.,1.72,2.12,Quarterfinals,2.0,1.0,2019
SkiStar Swedish Open,7/19/2019,Ramos-Vinolas A.,Carballes Baena R.,1.99,1.81,Quarterfinals,2.0,1.0,2019
SkiStar Swedish Open,7/20/2019,Jarry N.,Delbonis F.,2.12,1.72,Semifinals,2.0,0.0,2019
SkiStar Swedish Open,7/20/2019,Londero J.I.,Ramos-Vinolas A.,2.12,1.71,Semifinals,2.0,0.0,2019
SkiStar Swedish Open,7/21/2019,Jarry N.,Londero J.I.,1.64,2.23,The Final,2.0,0.0,2019
Hall of Fame Championships,7/15/2019,Ivashka I.,Tomic B.,2.88,1.41,1st Round,2.0,0.0,2019
Hall of Fame Championships,7/15/2019,Granollers M.,Gunneswaran P.,1.33,3.28,1st Round,2.0,0.0,2019
Hall of Fame Championships,7/15/2019,Andreozzi G.,Karlovic I.,4.03,1.24,1st Round,2.0,0.0,2019
Hall of Fame Championships,7/15/2019,Majchrzak K.,Gray A.,1.06,9.15,1st Round,2.0,0.0,2019
Hall of Fame Championships,7/15/2019,Sandgren T.,Istomin D.,1.41,2.86,1st Round,2.0,1.0,2019
Hall of Fame Championships,7/16/2019,Bublik A.,Bolt A.,1.97,1.82,1st Round,2.0,1.0,2019
Hall of Fame Championships,7/16/2019,Ebden M.,Schnur B.,1.67,2.19,1st Round,2.0,1.0,2019
Hall of Fame Championships,7/16/2019,Kudla D.,Klahn B.,1.52,2.53,1st Round,2.0,0.0,2019
Hall of Fame Championships,7/16/2019,Ramanathan R.,Stakhovsky S.,1.9,1.89,1st Round,2.0,1.0,2019
Hall of Fame Championships,7/16/2019,Troicki V.,Jung J.,1.43,2.79,1st Round,2.0,1.0,2019
Hall of Fame Championships,7/16/2019,Eubanks C.,Johnson S.,4.43,1.21,1st Round,2.0,0.0,2019
Hall of Fame Championships,7/16/2019,Zverev M.,Smyczek T.,2.41,1.56,1st Round,2.0,0.0,2019
Hall of Fame Championships,7/17/2019,Bublik A.,Troicki V.,2.25,1.64,2nd Round,2.0,1.0,2019
Hall of Fame Championships,7/17/2019,Ebden M.,Kudla D.,2.33,1.6,2nd Round,2.0,0.0,2019
Hall of Fame Championships,7/17/2019,Granollers M.,Thompson J.,2.05,1.76,2nd Round,2.0,0.0,2019
Hall of Fame Championships,7/17/2019,Ivashka I.,Eubanks C.,2.12,1.72,2nd Round,2.0,0.0,2019
Hall of Fame Championships,7/17/2019,Sandgren T.,Mannarino A.,2.22,1.66,2nd Round,2.0,0.0,2019
Hall of Fame Championships,7/17/2019,Zverev M.,Andreozzi G.,1.78,2.03,2nd Round,2.0,0.0,2019
Hall of Fame Championships,7/17/2019,Isner J.,Majchrzak K.,1.39,2.98,2nd Round,2.0,1.0,2019
Hall of Fame Championships,7/17/2019,Humbert U.,Ramanathan R.,1.52,2.5,2nd Round,2.0,0.0,2019
Hall of Fame Championships,7/19/2019,Granollers M.,Zverev M.,1.36,2.99,Quarterfinals,2.0,0.0,2019
Hall of Fame Championships,7/19/2019,Humbert U.,Ivashka I.,1.37,3.06,Quarterfinals,2.0,1.0,2019
Hall of Fame Championships,7/19/2019,Bublik A.,Sandgren T.,2.45,1.54,Quarterfinals,2.0,1.0,2019
Hall of Fame Championships,7/19/2019,Isner J.,Ebden M.,1.34,3.27,Quarterfinals,2.0,1.0,2019
Hall of Fame Championships,7/20/2019,Bublik A.,Granollers M.,2.6,1.5,Semifinals,2.0,1.0,2019
Hall of Fame Championships,7/20/2019,Isner J.,Humbert U.,1.48,2.63,Semifinals,2.0,1.0,2019
Hall of Fame Championships,7/21/2019,Isner J.,Bublik A.,1.3,3.5,The Final,2.0,0.0,2019
Croatia Open,7/15/2019,Vesely J.,Stebe C.M.,1.26,3.8,1st Round,2.0,1.0,2019
Croatia Open,7/15/2019,Bedene A.,Cecchinato M.,1.84,1.96,1st Round,2.0,0.0,2019
Croatia Open,7/15/2019,Sinner J.,Sousa P.,2.03,1.77,1st Round,2.0,1.0,2019
Croatia Open,7/16/2019,Bagnis F.,Klizan M.,2.44,1.55,1st Round,2.0,1.0,2019
Croatia Open,7/16/2019,Lorenzi P.,Torebko P.,1.42,2.83,1st Round,2.0,1.0,2019
Croatia Open,7/16/2019,Travaglia S.,Fabbiano T.,1.55,2.42,1st Round,2.0,0.0,2019
Croatia Open,7/16/2019,Serdarusic N.,Trungelliti M.,2.49,1.52,1st Round,2.0,0.0,2019
Croatia Open,7/16/2019,Balazs A.,Galovic V.,1.3,3.51,1st Round,2.0,1.0,2019
Croatia Open,7/16/2019,Rublev A.,Haase R.,1.67,2.17,1st Round,2.0,0.0,2019
Croatia Open,7/16/2019,Mayer L.,Andujar P.,1.84,1.95,1st Round,2.0,0.0,2019
Croatia Open,7/16/2019,Krajinovic F.,Daniel T.,1.15,5.31,1st Round,2.0,0.0,2019
Croatia Open,7/16/2019,Caruso S.,Moutet C.,2.22,1.64,1st Round,2.0,0.0,2019
Croatia Open,7/17/2019,Balazs A.,Krajinovic F.,3.13,1.35,2nd Round,2.0,1.0,2019
Croatia Open,7/17/2019,Mayer L.,Vesely J.,1.45,2.71,2nd Round,2.0,1.0,2019
Croatia Open,7/17/2019,Travaglia S.,Fognini F.,2.97,1.39,2nd Round,1.0,0.0,2019
Croatia Open,7/17/2019,Djere L.,Lorenzi P.,1.23,4.07,2nd Round,2.0,1.0,2019
Croatia Open,7/18/2019,Bagnis F.,Serdarusic N.,1.42,2.82,2nd Round,2.0,0.0,2019
Croatia Open,7/18/2019,Lajovic D.,Rublev A.,1.97,1.83,2nd Round,2.0,0.0,2019
Croatia Open,7/18/2019,Caruso S.,Coric B.,3.22,1.34,2nd Round,2.0,1.0,2019
Croatia Open,7/18/2019,Bedene A.,Sinner J.,1.32,3.33,2nd Round,2.0,0.0,2019
Croatia Open,7/19/2019,Djere L.,Mayer L.,1.85,1.95,Quarterfinals,2.0,1.0,2019
Croatia Open,7/19/2019,Balazs A.,Travaglia S.,2.05,1.77,Quarterfinals,2.0,1.0,2019
Croatia Open,7/19/2019,Lajovic D.,Bedene A.,1.71,2.13,Quarterfinals,2.0,1.0,2019
Croatia Open,7/19/2019,Caruso S.,Bagnis F.,1.62,2.28,Quarterfinals,2.0,0.0,2019
Croatia Open,7/20/2019,Balazs A.,Djere L.,2.61,1.49,Semifinals,2.0,0.0,2019
Croatia Open,7/20/2019,Lajovic D.,Caruso S.,1.5,2.58,Semifinals,1.0,0.0,2019
Croatia Open,7/21/2019,Lajovic D.,Balazs A.,1.5,2.57,The Final,2.0,0.0,2019
BB&T Atlanta Open,7/22/2019,Popyrin A.,Kudla D.,1.68,2.18,1st Round,2.0,0.0,2019
BB&T Atlanta Open,7/22/2019,Norrie C.,Thompson J.,2.03,1.78,1st Round,2.0,1.0,2019
BB&T Atlanta Open,7/22/2019,Klahn B.,Copil M.,1.52,2.52,1st Round,2.0,0.0,2019
BB&T Atlanta Open,7/23/2019,Ebden M.,Majchrzak K.,2.81,1.43,1st Round,2.0,0.0,2019
BB&T Atlanta Open,7/23/2019,Kwon S.W.,Gunneswaran P.,1.33,3.33,1st Round,2.0,1.0,2019
BB&T Atlanta Open,7/23/2019,Opelka R.,Bublik A.,1.35,3.16,1st Round,2.0,0.0,2019
BB&T Atlanta Open,7/23/2019,Evans D.,Jung J.,1.37,3.09,1st Round,2.0,0.0,2019
BB&T Atlanta Open,7/23/2019,Tomic B.,Tiafoe F.,3.52,1.3,1st Round,2.0,1.0,2019
BB&T Atlanta Open,7/23/2019,Albot R.,Sandgren T.,1.78,2.03,1st Round,2.0,0.0,2019
BB&T Atlanta Open,7/24/2019,Kecmanovic M.,Sock J.,1.36,3.13,1st Round,2.0,0.0,2019
BB&T Atlanta Open,7/24/2019,King K.,Dimitrov G.,5.84,1.13,1st Round,2.0,0.0,2019
BB&T Atlanta Open,7/24/2019,Popyrin A.,Herbert P.H.,1.9,1.9,2nd Round,2.0,0.0,2019
BB&T Atlanta Open,7/24/2019,Norrie C.,Kwon S.W.,1.8,2.01,2nd Round,2.0,0.0,2019
BB&T Atlanta Open,7/24/2019,Evans D.,Albot R.,1.55,2.46,2nd Round,2.0,1.0,2019
BB&T Atlanta Open,7/25/2019,Opelka R.,Isner J.,2.33,1.6,2nd Round,2.0,1.0,2019
BB&T Atlanta Open,7/25/2019,Tomic B.,Ebden M.,1.88,1.91,2nd Round,2.0,0.0,2019
BB&T Atlanta Open,7/25/2019,De Minaur A.,Klahn B.,1.45,2.73,2nd Round,2.0,0.0,2019
BB&T Atlanta Open,7/26/2019,Fritz T.,King K.,1.1,6.78,2nd Round,2.0,0.0,2019
BB&T Atlanta Open,7/26/2019,Kecmanovic M.,Humbert U.,1.87,1.93,2nd Round,2.0,0.0,2019
BB&T Atlanta Open,7/26/2019,De Minaur A.,Tomic B.,1.36,3.14,Quarterfinals,1.0,0.0,2019
BB&T Atlanta Open,7/26/2019,Opelka R.,Evans D.,1.75,2.07,Quarterfinals,2.0,0.0,2019
BB&T Atlanta Open,7/26/2019,Norrie C.,Popyrin A.,1.73,2.1,Quarterfinals,2.0,0.0,2019
BB&T Atlanta Open,7/27/2019,Fritz T.,Kecmanovic M.,1.59,2.36,Quarterfinals,2.0,0.0,2019
BB&T Atlanta Open,7/27/2019,De Minaur A.,Opelka R.,1.9,1.91,Semifinals,2.0,1.0,2019
BB&T Atlanta Open,7/28/2019,Fritz T.,Norrie C.,1.39,2.98,Semifinals,2.0,1.0,2019
BB&T Atlanta Open,7/28/2019,De Minaur A.,Fritz T.,1.79,2.02,The Final,2.0,0.0,2019
Suisse Open Gstaad,7/22/2019,Stebe C.M.,Moutet C.,2.89,1.41,1st Round,2.0,0.0,2019
Suisse Open Gstaad,7/22/2019,Vesely J.,Gulbis E.,1.49,2.61,1st Round,2.0,0.0,2019
Suisse Open Gstaad,7/22/2019,Carballes Baena R.,Lorenzi P.,1.32,3.34,1st Round,2.0,1.0,2019
Suisse Open Gstaad,7/22/2019,Andujar P.,Novak D.,1.83,1.97,1st Round,2.0,1.0,2019
Suisse Open Gstaad,7/22/2019,Fabbiano T.,Ehrat S.,1.71,2.13,1st Round,2.0,0.0,2019
Suisse Open Gstaad,7/22/2019,Travaglia S.,Galan D.E.,1.51,2.52,1st Round,2.0,0.0,2019
Suisse Open Gstaad,7/23/2019,Munar J.,Jaziri M.,1.29,3.53,1st Round,2.0,1.0,2019
Suisse Open Gstaad,7/23/2019,Moroni G.,Robredo T.,2.04,1.76,1st Round,2.0,0.0,2019
Suisse Open Gstaad,7/23/2019,Sousa J.,Darcis S.,1.38,2.99,1st Round,2.0,0.0,2019
Suisse Open Gstaad,7/23/2019,Daniel T.,Baldi F.,1.88,1.91,1st Round,2.0,0.0,2019
Suisse Open Gstaad,7/23/2019,Ramos-Vinolas A.,Laaksonen H.,1.67,2.19,1st Round,2.0,0.0,2019
Suisse Open Gstaad,7/23/2019,Istomin D.,Huesler M.A.,1.77,2.04,1st Round,2.0,0.0,2019
Suisse Open Gstaad,7/24/2019,Carballes Baena R.,Travaglia S.,1.66,2.22,2nd Round,2.0,0.0,2019
Suisse Open Gstaad,7/24/2019,Stebe C.M.,Vesely J.,2.76,1.44,2nd Round,2.0,1.0,2019
Suisse Open Gstaad,7/24/2019,Fabbiano T.,Sonego L.,2.78,1.44,2nd Round,2.0,1.0,2019
Suisse Open Gstaad,7/24/2019,Ramos-Vinolas A.,Verdasco F.,2.06,1.76,2nd Round,2.0,0.0,2019
Suisse Open Gstaad,7/25/2019,Andujar P.,Daniel T.,1.44,2.79,2nd Round,2.0,1.0,2019
Suisse Open Gstaad,7/25/2019,Lajovic D.,Istomin D.,1.23,4.08,2nd Round,2.0,1.0,2019
Suisse Open Gstaad,7/25/2019,Sousa J.,Moroni G.,1.44,2.78,2nd Round,2.0,0.0,2019
Suisse Open Gstaad,7/25/2019,Bautista Agut R.,Munar J.,1.33,3.32,2nd Round,2.0,0.0,2019
Suisse Open Gstaad,7/26/2019,Ramos-Vinolas A.,Carballes Baena R.,1.67,2.21,Quarterfinals,2.0,0.0,2019
Suisse Open Gstaad,7/26/2019,Andujar P.,Lajovic D.,2.01,1.82,Quarterfinals,2.0,0.0,2019
Suisse Open Gstaad,7/26/2019,Sousa J.,Bautista Agut R.,3.83,1.26,Quarterfinals,2.0,1.0,2019
Suisse Open Gstaad,7/27/2019,Stebe C.M.,Fabbiano T.,1.91,1.9,Quarterfinals,2.0,1.0,2019
Suisse Open Gstaad,7/27/2019,Ramos-Vinolas A.,Andujar P.,1.64,2.25,Semifinals,2.0,0.0,2019
Suisse Open Gstaad,7/27/2019,Stebe C.M.,Sousa J.,3.51,1.3,Semifinals,2.0,1.0,2019
Suisse Open Gstaad,7/28/2019,Ramos-Vinolas A.,Stebe C.M.,1.25,3.99,The Final,2.0,0.0,2019
German Tennis Championships,7/22/2019,Klizan M.,Altmaier D.,1.41,2.86,1st Round,2.0,0.0,2019
German Tennis Championships,7/22/2019,Fucsovics M.,Kohlschreiber P.,2.25,1.64,1st Round,2.0,0.0,2019
German Tennis Championships,7/22/2019,Chardy J.,Paire B.,2.04,1.78,1st Round,2.0,1.0,2019
German Tennis Championships,7/22/2019,Rublev A.,Garin C.,2.15,1.7,1st Round,2.0,0.0,2019
German Tennis Championships,7/22/2019,Molleker R.,Mayer L.,3.42,1.31,1st Round,2.0,0.0,2019
German Tennis Championships,7/23/2019,Basilashvili N.,Dellien H.,1.78,2.04,1st Round,2.0,0.0,2019
German Tennis Championships,7/23/2019,Struff J.L.,Monteiro T.,1.65,2.23,1st Round,2.0,0.0,2019
German Tennis Championships,7/23/2019,Ruud C.,Haase R.,1.45,2.74,1st Round,2.0,1.0,2019
German Tennis Championships,7/23/2019,Gasquet R.,Nagal S.,1.43,2.83,1st Round,2.0,0.0,2019
German Tennis Championships,7/23/2019,Thiem D.,Cuevas P.,1.25,3.95,1st Round,2.0,0.0,2019
German Tennis Championships,7/23/2019,Londero J.I.,Davidovich Fokina A.,1.44,2.78,1st Round,2.0,0.0,2019
German Tennis Championships,7/23/2019,Carreno Busta P.,Hanfmann Y.,1.76,2.05,1st Round,2.0,0.0,2019
German Tennis Championships,7/23/2019,Zverev A.,Jarry N.,1.41,2.89,1st Round,2.0,0.0,2019
German Tennis Championships,7/23/2019,Krajinovic F.,Djere L.,1.61,2.32,1st Round,2.0,0.0,2019
German Tennis Championships,7/23/2019,Delbonis F.,Cecchinato M.,1.48,2.64,1st Round,2.0,1.0,2019
German Tennis Championships,7/23/2019,Fognini F.,Lenz J.,1.25,4.0,1st Round,2.0,0.0,2019
German Tennis Championships,7/24/2019,Rublev A.,Ruud C.,2.04,1.77,2nd Round,2.0,1.0,2019
German Tennis Championships,7/24/2019,Chardy J.,Gasquet R.,1.81,1.99,2nd Round,2.0,0.0,2019
German Tennis Championships,7/24/2019,Thiem D.,Fucsovics M.,1.16,5.16,2nd Round,2.0,0.0,2019
German Tennis Championships,7/24/2019,Basilashvili N.,Londero J.I.,2.2,1.67,2nd Round,2.0,1.0,2019
German Tennis Championships,7/25/2019,Krajinovic F.,Klizan M.,1.45,2.74,2nd Round,2.0,1.0,2019
German Tennis Championships,7/25/2019,Carreno Busta P.,Struff J.L.,2.47,1.54,2nd Round,2.0,0.0,2019
German Tennis Championships,7/25/2019,Zverev A.,Delbonis F.,1.3,3.54,2nd Round,2.0,0.0,2019
German Tennis Championships,7/25/2019,Fognini F.,Molleker R.,1.33,3.32,2nd Round,2.0,0.0,2019
German Tennis Championships,7/26/2019,Basilashvili N.,Chardy J.,1.91,1.89,Quarterfinals,2.0,0.0,2019
German Tennis Championships,7/26/2019,Rublev A.,Thiem D.,6.29,1.12,Quarterfinals,2.0,0.0,2019
German Tennis Championships,7/26/2019,Zverev A.,Krajinovic F.,1.38,3.05,Quarterfinals,2.0,1.0,2019
German Tennis Championships,7/26/2019,Carreno Busta P.,Fognini F.,1.83,1.98,Quarterfinals,2.0,1.0,2019
German Tennis Championships,7/27/2019,Basilashvili N.,Zverev A.,2.91,1.41,Semifinals,2.0,1.0,2019
German Tennis Championships,7/27/2019,Rublev A.,Carreno Busta P.,1.8,2.02,Semifinals,2.0,1.0,2019
German Tennis Championships,7/28/2019,Basilashvili N.,Rublev A.,2.08,1.75,The Final,2.0,1.0,2019
Generali Open,7/29/2019,Sonego L.,Delbonis F.,2.05,1.76,1st Round,2.0,1.0,2019
Generali Open,7/29/2019,Carballes Baena R.,Dellien H.,1.67,2.19,1st Round,2.0,1.0,2019
Generali Open,7/29/2019,Bachinger M.,Klizan M.,2.7,1.46,1st Round,2.0,1.0,2019
Generali Open,7/29/2019,Novak D.,Rodionov J.,1.21,4.33,1st Round,2.0,0.0,2019
Generali Open,7/29/2019,Chardy J.,Cecchinato M.,1.78,2.03,1st Round,2.0,0.0,2019
Generali Open,7/30/2019,Munar J.,Fabbiano T.,1.34,3.22,1st Round,2.0,1.0,2019
Generali Open,7/30/2019,Andujar P.,Mayer L.,2.18,1.68,1st Round,2.0,1.0,2019
Generali Open,7/30/2019,Kovalik J.,Garcia-Lopez G.,2.07,1.75,1st Round,2.0,1.0,2019
Generali Open,7/30/2019,Kohlschreiber P.,Gasquet R.,1.96,1.84,1st Round,2.0,0.0,2019
Generali Open,7/30/2019,Ruud C.,Carreno Busta P.,2.1,1.73,1st Round,2.0,1.0,2019
Generali Open,7/30/2019,Ofner S.,Miedler L.,2.07,1.75,1st Round,2.0,0.0,2019
Generali Open,7/30/2019,Ramos-Vinolas A.,Fucsovics M.,2.05,1.77,1st Round,2.0,1.0,2019
Generali Open,7/31/2019,Chardy J.,Lajovic D.,2.09,1.73,2nd Round,2.0,1.0,2019
Generali Open,7/31/2019,Ruud C.,Bachinger M.,1.28,3.69,2nd Round,2.0,0.0,2019
Generali Open,7/31/2019,Ramos-Vinolas A.,Munar J.,1.77,2.04,2nd Round,2.0,0.0,2019
Generali Open,7/31/2019,Cuevas P.,Novak D.,1.5,2.56,2nd Round,2.0,1.0,2019
Generali Open,7/31/2019,Sonego L.,Carballes Baena R.,2.11,1.72,2nd Round,2.0,1.0,2019
Generali Open,7/31/2019,Verdasco F.,Kovalik J.,1.43,2.8,2nd Round,2.0,0.0,2019
Generali Open,7/31/2019,Andujar P.,Kohlschreiber P.,1.92,1.86,2nd Round,2.0,0.0,2019
Generali Open,7/31/2019,Thiem D.,Ofner S.,1.06,9.33,2nd Round,2.0,0.0,2019
Generali Open,8/1/2019,Ramos-Vinolas A.,Chardy J.,1.59,2.35,Quarterfinals,2.0,0.0,2019
Generali Open,8/1/2019,Ruud C.,Cuevas P.,2.1,1.73,Quarterfinals,2.0,0.0,2019
Generali Open,8/1/2019,Sonego L.,Verdasco F.,2.14,1.71,Quarterfinals,2.0,0.0,2019
Generali Open,8/1/2019,Thiem D.,Andujar P.,1.16,5.35,Quarterfinals,2.0,0.0,2019
Generali Open,8/2/2019,Ramos-Vinolas A.,Ruud C.,1.59,2.37,Semifinals,2.0,0.0,2019
Generali Open,8/2/2019,Thiem D.,Sonego L.,1.17,5.23,Semifinals,2.0,0.0,2019
Generali Open,8/3/2019,Thiem D.,Ramos-Vinolas A.,1.23,4.19,The Final,2.0,0.0,2019
Abierto Mexicano Mifel,7/30/2019,Gunneswaran P.,Millman J.,3.35,1.32,1st Round,2.0,1.0,2019
Abierto Mexicano Mifel,7/30/2019,Kokkinakis T.,Janvier M.,1.43,2.82,1st Round,2.0,0.0,2019
Abierto Mexicano Mifel,7/30/2019,Kukushkin M.,Dzumhur D.,1.73,2.09,1st Round,2.0,0.0,2019
Abierto Mexicano Mifel,7/30/2019,Gulbis E.,Jung J.,2.35,1.59,1st Round,2.0,0.0,2019
Abierto Mexicano Mifel,7/30/2019,Granollers M.,Gomez L.,1.09,7.55,1st Round,2.0,0.0,2019
Abierto Mexicano Mifel,7/31/2019,Daniel T.,Sandgren T.,3.22,1.34,1st Round,2.0,0.0,2019
Abierto Mexicano Mifel,7/31/2019,Londero J.I.,Garin C.,2.47,1.54,1st Round,2.0,1.0,2019
Abierto Mexicano Mifel,7/31/2019,Albot R.,Tipsarevic J.,1.39,2.96,1st Round,2.0,1.0,2019
Abierto Mexicano Mifel,7/31/2019,Kwon S.W.,Stebe C.M.,1.25,3.96,1st Round,2.0,0.0,2019
Abierto Mexicano Mifel,7/31/2019,Dimitrov G.,Johnson S.,1.68,2.17,1st Round,2.0,1.0,2019
Abierto Mexicano Mifel,7/31/2019,Norrie C.,Barrere G.,1.29,3.58,1st Round,2.0,0.0,2019
Abierto Mexicano Mifel,7/31/2019,Fritz T.,Koepfer D.,1.31,3.41,1st Round,2.0,0.0,2019
Abierto Mexicano Mifel,8/1/2019,Albot R.,Daniel T.,1.42,2.86,2nd Round,2.0,0.0,2019
Abierto Mexicano Mifel,8/1/2019,Schwartzman D.,Gulbis E.,1.23,4.11,2nd Round,2.0,0.0,2019
Abierto Mexicano Mifel,8/1/2019,Kukushkin M.,Norrie C.,2.33,1.6,2nd Round,2.0,0.0,2019
Abierto Mexicano Mifel,8/1/2019,Kwon S.W.,Londero J.I.,1.39,2.95,2nd Round,2.0,1.0,2019
Abierto Mexicano Mifel,8/1/2019,Pella G.,Dimitrov G.,2.26,1.62,2nd Round,2.0,0.0,2019
Abierto Mexicano Mifel,8/1/2019,Fritz T.,Gunneswaran P.,1.17,4.94,2nd Round,2.0,1.0,2019
Abierto Mexicano Mifel,8/1/2019,Kokkinakis T.,Pouille L.,2.17,1.68,2nd Round,2.0,1.0,2019
Abierto Mexicano Mifel,8/1/2019,Fognini F.,Granollers M.,1.83,1.98,2nd Round,2.0,1.0,2019
Abierto Mexicano Mifel,8/2/2019,Schwartzman D.,Kukushkin M.,1.52,2.53,Quarterfinals,2.0,0.0,2019
Abierto Mexicano Mifel,8/2/2019,Pella G.,Kwon S.W.,1.67,2.2,Quarterfinals,2.0,1.0,2019
Abierto Mexicano Mifel,8/2/2019,Albot R.,Kokkinakis T.,1.84,1.97,Quarterfinals,2.0,0.0,2019
Abierto Mexicano Mifel,8/2/2019,Fritz T.,Fognini F.,1.62,2.29,Quarterfinals,2.0,0.0,2019
Abierto Mexicano Mifel,8/3/2019,Schwartzman D.,Pella G.,1.59,2.37,Semifinals,2.0,1.0,2019
Abierto Mexicano Mifel,8/3/2019,Fritz T.,Albot R.,1.53,2.51,Semifinals,2.0,0.0,2019
Abierto Mexicano Mifel,8/4/2019,Schwartzman D.,Fritz T.,2.11,1.72,The Final,2.0,0.0,2019
Citi Open,7/29/2019,Fratangelo B.,Karlovic I.,1.85,1.95,1st Round,2.0,1.0,2019
Citi Open,7/29/2019,Paul T.,Kudla D.,1.76,2.06,1st Round,2.0,0.0,2019
Citi Open,7/29/2019,Harris L.,Berankis R.,1.97,1.83,1st Round,2.0,1.0,2019
Citi Open,7/29/2019,Copil M.,Torpegaard M.,1.68,2.18,1st Round,2.0,1.0,2019
Citi Open,7/29/2019,Tsonga J.W.,Schnur B.,1.23,4.18,1st Round,2.0,0.0,2019
Citi Open,7/29/2019,Mannarino A.,Ivashka I.,1.55,2.45,1st Round,2.0,0.0,2019
Citi Open,7/30/2019,Bublik A.,Klahn B.,1.97,1.83,1st Round,2.0,0.0,2019
Citi Open,7/30/2019,Smyczek T.,Ebden M.,2.11,1.72,1st Round,2.0,0.0,2019
Citi Open,7/30/2019,Hurkacz H.,Young D.,1.31,3.47,1st Round,2.0,0.0,2019
Citi Open,7/30/2019,Polmans M.,Jaziri M.,1.74,2.09,1st Round,2.0,0.0,2019
Citi Open,7/30/2019,Nishioka Y.,Evans D.,2.59,1.49,1st Round,2.0,0.0,2019
Citi Open,7/30/2019,Kecmanovic M.,Popyrin A.,1.62,2.3,1st Round,2.0,0.0,2019
Citi Open,7/30/2019,Opelka R.,Eubanks C.,1.28,3.63,1st Round,2.0,0.0,2019
Citi Open,7/30/2019,Thompson J.,Sock J.,1.55,2.46,1st Round,2.0,0.0,2019
Citi Open,7/30/2019,Gojowczyk P.,Rublev A.,2.94,1.4,1st Round,2.0,1.0,2019
Citi Open,7/31/2019,Kyrgios N.,Kwiatkowski T.S.,1.22,4.21,1st Round,2.0,0.0,2019
Citi Open,7/30/2019,Tiafoe F.,Bublik A.,1.54,2.48,2nd Round,2.0,0.0,2019
Citi Open,7/30/2019,Edmund K.,Harris L.,1.42,2.86,2nd Round,2.0,0.0,2019
